OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
BinaryNgDeviceOperation,tt_dnn_device,476160,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61842156757,61842159917,3160,1.41034E+13,1.41034E+13,627,627,358877,43376,43376,,,,2016,43354,42311,42617,42425,42468,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,477184,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,61842190796,61842193126,2330,1.41034E+13,1.41034E+13,649,661,48015,39753,39741,,,,1841,39739,29935,30268,30089,30986,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],49.863,,,,,,,,,,,,,,,,,
ReshapeViewDeviceOperation,tt_dnn_device,478208,0,wormhole_b0,{'logical_output_shape': 'Shape([21504; 64])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'padded_output_shape': 'Shape([21504; 64])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,64,64,,61842224256,61842226516,2260,1.41034E+13,1.41034E+13,632,632,122749,83437,83437,,,,1938,78775,83430,,,,,,,,,1[1],1[1],1792[1792],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],21504[21504],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'],['rm_reshape_interleaved/11662791417070975504/'; 'rm_reshape_interleaved/3573719014390855380/'],1492,1556,0,0,0,0,0,0,0,1,1,1,[],[],0.001,,,,,,,,,,,,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,479232,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([8; 224; 32; 64])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,64,64,,61842257546,61842260406,2860,1.41034E+13,1.41034E+13,586,586,242248,233678,233678,,,,2029,233675,232283,232358,223816,232346,,,,,,8[8],224[224],12[12],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/4718383973291235544/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/12495726834710033982/'; 'reader_unary_pad_dims_split_rows_multicore/7629955684593436241/'],980,1952,1172,660,1492,0,0,0,0,1,1,1,[],[],0,,,,,,,,,,,,,,,,,
TransposeDeviceOperation,tt_dnn_device,480256,0,wormhole_b0,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'},,64,64,,61842289716,61842292506,2790,1.41034E+13,1.41034E+13,624,624,139765,131809,131809,,,,1876,131809,129164,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],12[12],224[224],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/16282407633948261000/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/6381871595408854062/'],988,976,0,0,0,0,0,0,0,35969,35969,26495,[204.0655059814453],[76.5245590209961],27.289,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,481280,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,61842332205,61842334495,2290,1.41034E+13,1.41034E+13,637,640,317550,316029,316026,,,,1930,316008,306258,306783,307348,307491,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.103,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,482304,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61842370315,61842373575,3260,1.41034E+13,1.41034E+13,607,608,359111,43505,43504,,,,2030,43497,42456,42747,42570,42613,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,483328,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,61842402625,61842404795,2170,1.41034E+13,1.41034E+13,654,654,46767,40404,40404,,,,1530,40388,31032,31366,31186,32069,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],49.059,,,,,,,,,,,,,,,,,
ReshapeViewDeviceOperation,tt_dnn_device,484352,0,wormhole_b0,{'logical_output_shape': 'Shape([21504; 64])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'padded_output_shape': 'Shape([21504; 64])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,64,64,,61842433864,61842436134,2270,1.41034E+13,1.41034E+13,633,633,123289,83335,83335,,,,1909,78156,83327,,,,,,,,,1[1],1[1],1792[1792],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],21504[21504],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'],['rm_reshape_interleaved/11662791417070975504/'; 'rm_reshape_interleaved/3573719014390855380/'],1492,1556,0,0,0,0,0,0,0,1,1,1,[],[],0.001,,,,,,,,,,,,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,485376,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([8; 224; 32; 64])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,64,64,,61842465934,61842468044,2110,1.41034E+13,1.41034E+13,611,611,243039,233310,233310,,,,2027,233307,232147,232228,223649,232213,,,,,,8[8],224[224],12[12],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/4718383973291235544/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/12495726834710033982/'; 'reader_unary_pad_dims_split_rows_multicore/7629955684593436241/'],980,1952,1172,660,1492,0,0,0,0,1,1,1,[],[],0,,,,,,,,,,,,,,,,,
PermuteDeviceOperation,tt_dnn_device,486400,0,wormhole_b0,{'dims': 'SmallVector([0; 2; 3; 1])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'},HiFi4,64,64,,61842494964,61842496994,2030,1.41034E+13,1.41034E+13,645,645,178146,169274,169274,,,,1896,169270,154932,160844,157933,163571,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],12[12],64[64],224[224],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/permute/device/kernels/compute/transpose_xw_tiled.cpp'],['transpose_xw_tiled/9178380359166953624/'],['ttnn/cpp/ttnn/operations/data_movement/permute/device/kernels/dataflow/writer_permute_interleaved_tiled_generic.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/permute/device/kernels/dataflow/reader_permute_interleaved_tiled_generic.cpp'],['writer_permute_interleaved_tiled_generic/2042217980892579320/'; 'reader_permute_interleaved_tiled_generic/6602321378914867018/'],1208,1016,1780,944,3380,0,0,0,0,35969,35969,26495,[204.0655059814453],[76.5245590209961],21.249,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,487424,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,61842535614,61842537664,2050,1.41034E+13,1.41034E+13,694,694,395774,314227,314227,,,,267,314206,304866,305390,305966,306113,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.133,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,488448,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61842574333,61842577623,3290,1.41034E+13,1.41034E+13,630,632,357706,43897,43895,,,,2072,43875,42826,43141,42936,42989,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,489472,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,61842606573,61842608623,2050,1.41034E+13,1.41034E+13,647,647,47086,39320,39320,,,,1568,39308,30702,31016,30849,31747,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],50.412,,,,,,,,,,,,,,,,,
